iata,icao,latitude,longitude,name,iso_country
WSZ,NZWS,-41.737111,171.579033,Westport Airport,NZ
WTZ,NZWT,-36.828731,175.682802,Whitianga Airport,NZ
WAG,NZWU,-39.963467,175.02444,Wanganui Airport,NZ
NLN,O19,40.718639,-123.927298,Kneeland Airport,US
BZF,O85,40.5749015808,-122.407997131,Benton Field,US
BIN,OABN,34.808916,67.816629,Bamyan Airport,AF
BST,OABT,31.5597,64.364998,Bost Airport,AF
CCN,OACC,34.526465,65.27102,Chaghcharan Airport,AF
SBF,OADS,33.3207015991,68.6364974976,Sardeh Band Airport,AF
DWR,OADY,31.091265,64.066053,Dwyer Airport,AF
DAZ,OADZ,38.461798,70.881606,Darwaz Airport,AF
FAH,OAFR,32.366667,62.165347,Farah Airport,AF
FBD,OAFZ,37.122148,70.5201,Fayzabad Airport,AF
GZI,OAGN,33.487853,68.525243,Ghazni Airport,AF
GRG,OAGZ,33.627366,69.237023,Gardez Airport,AF
KWH,OAHN,37.890021,70.20383,Khwahan Airport,AF
HEA,OAHR,34.209999,62.228298,Herat - Khwaja Abdullah Ansari International Airport,AF
OAI,OAIX,34.946098,69.264999,Bagram Airfield,AF
JAA,OAJL,34.399799,70.498596,Jalalabad Airport,AF
KBL,OAKB,34.565899,69.212303,Kabul International Airport,AF
KDH,OAKN,31.505769,65.847963,Ahmad Shah Baba International Airport,AF
KHT,OAKS,33.284605,69.80734,Khost International Airport,AF
MMZ,OAMN,35.930801,64.760902,Maymana Zahiraddin Faryabi Airport,AF
MZR,OAMS,36.70412,67.210459,Mazar-i-Sharif International Airport,AF
IMZ,OANZ,30.963333,62.060833,Nimroz Airport,AF
URN,OAOG,32.931135,69.153167,Urgun Airport,AF
LQN,OAQN,34.985472,63.117404,Qala-i-Naw Airport,AF
URZ,OARG,32.9029998779,66.630897522,Orūzgān Airport,AF
KUR,OARZ,36.029893,70.714159,Razer Airport,AF
OAS,OASA,33.12575,68.838517,Sharana Airstrip,AF
OAH,OASD,33.3913,62.261002,Shindand Air Base,AF
OAA,OASH,33.922217,69.07794,Shank Air Base,AF
OLR,OASL,33.3638,69.9561,Salerno Airport,AF
SGA,OASN,37.497642,71.508484,Sheghnan Airport,AF
TII,OATN,32.604198,65.865799,Tarinkot Airport,AF
TQN,OATQ,36.770699,69.531998,Taleqan Airport,AF
UND,OAUZ,36.6651,68.910797,Kunduz Airport,AF
OAZ,OAZI,31.848735,64.223175,Camp Shorabak Airfield,AF
BAH,OBBI,26.267295,50.63764,Bahrain International Airport,BH
OCS,OCS,0.910937,9.33027,Corisco International Airport,GQ
AHB,OEAB,18.2404,42.656601,Abha International Airport,SA
HOF,OEAH,25.285299,49.485199,Al-Ahsa International Airport,SA
ULH,OEAO,26.483634,38.117048,Al-Ula International Airport,SA
ABT,OEBA,20.298506,41.636153,King Saud Bin Abdulaziz (Al Baha) Airport,SA
BHH,OEBH,19.9844,42.620899,Bisha Airport,SA
DMM,OEDF,26.4691,49.798209,King Fahd International Airport,SA
DWD,OEDM,24.4499,44.121201,Dawadmi Domestic Airport,SA
DHA,OEDR,26.2654,50.152,King Abdulaziz Air Base,SA
GIZ,OEGN,16.9011,42.5858,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,SA
ELQ,OEGS,26.302799,43.774399,Prince Naif bin Abdulaziz International Airport,SA
URY,OEGT,31.412413,37.278898,Gurayat Domestic Airport,SA
HAS,OEHL,27.437901,41.686298,Hail International Airport,SA
JED,OEJN,21.680241,39.157436,King Abdulaziz International Airport,SA
KMC,OEKK,27.9009,45.528198,King Khaled Military City Airport,SA
KMX,OEKM,18.2973,42.803501,King Khalid Air Base,SA
MED,OEMA,24.5534,39.705101,Prince Mohammad Bin Abdulaziz Airport,SA
EAM,OENG,17.611401,44.419201,Najran Domestic Airport,SA
NUM,OENN,27.924261,35.29358,Neom Bay Airport,SA
AQI,OEPA,28.335726,46.127108,Qaisumah–Hafar Al-Batin International Airport,SA
AKH,OEPS,24.0627,47.580502,Prince Sultan Air Base,SA
RAH,OERF,29.626399993896484,43.4906005859375,Rafha Domestic Airport,SA
RUH,OERK,24.9576,46.698799,King Khalid International Airport,SA
RAE,OERR,30.906600952148438,41.13819885253906,Arar Domestic Airport,SA
SHW,OESH,17.4669,47.121399,Sharurah Domestic Airport,SA
AJF,OESK,29.783301,40.100905,Al-Jawf International Airport,SA
SLF,OESL,20.464701,45.619598,As-Sulayyil Airport,SA
TUU,OETB,28.3711,36.624865,Prince Sultan bin Abdulaziz International Airport,SA
TIF,OETF,21.484739,40.544074,Taif International Airport,SA
TUI,OETR,31.692188,38.731544,Turaif Domestic Airport,SA
WAE,OEWD,20.504299,45.1996,Wadi Al Dawasir Domestic Airport,SA
EJH,OEWJ,26.198601,36.476398,Al Wajh Domestic Airport,SA
YNB,OEYN,24.144199,38.0634,Prince Abdulmohsen Bin Abdulaziz International Airport,SA
ZUL,OEZL,26.350000381469727,44.83300018310547,Zilfi Airport,SA
OGM,OGM,9.1383,-77.93385,Ogobsucum Airport,PA
IAQ,OI20,29.840099,50.272701,Bahregan Airport,IR
ABD,OIAA,30.367887,48.230075,Abadan Ayatollah Jami International Airport,IR
DEF,OIAD,32.434399,48.397598,Dezful Airport,IR
AKW,OIAG,30.7444,49.6772,Aghajari Airport,IR
GCH,OIAH,30.333869,50.833796,Gachsaran Airport,IR
QMJ,OIAI,32.001719,49.268599,Shahid Asiyaee Airport,IR
OMI,OIAJ,30.835199,49.534901,Omidiyeh Airport,IR
MRX,OIAM,30.5562,49.151901,Mahshahr Airport,IR
AWZ,OIAW,31.3364,48.763789,Qasem Soleimani International Airport,IR
AEU,OIBA,25.8757,55.033001,Abu Musa Island Airport,IR
BUZ,OIBB,28.9447994232,50.8345985413,Bushehr Airport,IR
KNR,OIBJ,27.820499,52.3522,Jam Airport,IR
KIH,OIBK,26.525427,53.980462,Kish International Airport,IR
BDH,OIBL,26.532283,54.82484,Bandar Lengeh International Airport,IR
PGU,OIBP,27.379601,52.737701,Persian Gulf International Airport,IR
KHK,OIBQ,29.260503,50.322193,Khark Airport,IR
SXI,OIBS,25.908899,54.539398,Siri Airport,IR
LVP,OIBV,26.810742,53.354302,Lavan Airport,IR
KSH,OICC,34.3459014893,47.1581001282,Shahid Ashrafi Esfahani Airport,IR
IIL,OICI,33.58660125732422,46.40480041503906,Ilam Airport,IR
KHD,OICK,33.43539810180664,48.282901763916016,Khoram Abad Airport,IR
SDG,OICS,35.24589920043945,47.00920104980469,Sanandaj Airport,IR
IFH,OIFE,32.928902,51.5611,Hesa Airport,IR
KKS,OIFK,33.895302,51.577,Kashan Airport,IR
IFN,OIFM,32.755142,51.883877,Isfahan Shahid Beheshti International Airport,IR
CQD,OIFS,32.2971992493,50.842201232899995,Shahrekord Airport,IR
RAS,OIGG,37.323333,49.617778,Sardar-e-Jangal Airport,IR
HDM,OIHH,34.866416,48.56069,Hamadan Airport,IR
AJK,OIHR,34.1381,49.847301,Arak Airport,IR
NUJ,OIHS,35.211601,48.6534,Nojeh Air Base,IR
IKA,OIIE,35.416099548339844,51.152198791503906,Imam Khomeini International Airport,IR
THR,OIII,35.689175,51.314392,Mehrabad International Airport,IR
GZW,OIIK,36.240101,50.0471,Qazvin Airport,IR
PYK,OIIP,35.7761,50.826698,Payam International Airport,IR
SNX,OIIS,35.591099,53.495098,Semnan Municipal Airport,IR
BND,OIKB,27.2183,56.3778,Bandar Abbas International Airport,IR
JYR,OIKJ,28.723519,57.675037,Jiroft Airport,IR
KER,OIKK,30.271276,56.949692,Ayatollah Hashemi Rafsanjani International Airport,IR
BXR,OIKM,29.0842,58.450001,Bam Airport,IR
HDR,OIKP,27.1583,56.172501,Havadarya Airport,IR
GSM,OIKQ,26.754639,55.902353,Qeshm International Airport,IR
RJN,OIKR,30.298345,56.048979,Rafsanjan Airport,IR
SYJ,OIKY,29.5509,55.672699,Sirjan Airport,IR
XBJ,OIMB,32.896525,59.281258,Birjand International Airport,IR
CKT,OIMC,36.501202,61.064899,Sarakhs Airport,IR
RUD,OIMJ,36.424889,55.104289,Shahrud International Airport,IR
MHD,OIMM,36.234821,59.642949,Mashhad International Airport,IR
BJB,OIMN,37.49300003051758,57.30820083618164,Bojnord Airport,IR
AFZ,OIMS,36.16809844970703,57.59519958496094,Sabzevar National Airport,IR
TCX,OIMT,33.667801,56.8927,Tabas Airport,IR
KLM,OINE,37.383301,55.452,Kalaleh Airport,IR
GBT,OING,36.909400939899996,54.4012985229,Gorgan Airport,IR
BSM,OINJ,36.655102,52.349602,Bishe Kola Air Base,IR
NSH,OINN,36.664286,51.46273,Nowshahr Airport,IR
RZR,OINR,36.90701,50.687316,Ramsar Airport,IR
SRY,OINZ,36.644408,53.188761,Sari Dasht-e Naz International Airport,IR
FAZ,OISF,28.8918,53.723301,Fasa Airport,IR
JAR,OISJ,28.586700439499996,53.5791015625,Jahrom Airport,IR
LRR,OISL,27.6747,54.383301,Lar Airport,IR
LFM,OISR,27.3727,53.188801,Lamerd Airport,IR
SYZ,OISS,29.5392,52.589802,Shiraz Shahid Dastghaib International Airport,IR
YES,OISY,30.702238,51.542988,Yasuj Airport,IR
KHA,OITH,36.729096,45.158084,Khaneh Airport,IR
KHY,OITK,38.4275016784668,44.97359848022461,Khoy Airport,IR
ADU,OITL,38.3256988525,48.4244003296,Ardabil Airport,IR
ACP,OITM,37.347999572753906,46.127899169921875,Sahand Airport,IR
PFQ,OITP,39.6036,47.8815,Parsabad-Moghan Airport,IR
OMH,OITR,37.6680984497,45.0686988831,Urmia Airport,IR
TBZ,OITT,38.1339,46.235001,Tabriz International Airport,IR
IMQ,OITU,39.191293,44.928505,Maku National Airport,IR
JWN,OITZ,36.7737007141,48.3594017029,Zanjan Airport,IR
AZD,OIYY,31.9048995972,54.2765007019,Shahid Sadooghi Airport,IR
ACZ,OIZB,31.098301,61.5439,Zabol Airport,IR
ZBR,OIZC,25.44319,60.382167,Chabahar Konarak International Airport,IR
ZAH,OIZH,29.4757,60.9062,Zahedan International Airport,IR
IHR,OIZI,27.236099,60.720001,Iranshahr Airport,IR
JSK,OIZJ,25.654757,57.801718,Jask Airport,IR
AMM,OJAI,31.7226009369,35.9931983948,Queen Alia International Airport,JO
ADJ,OJAM,31.9727,35.9916,Marka International (Amman Civil) Airport,JO
AQJ,OJAQ,29.611601,35.018101,King Hussein International Airport,JO
OMF,OJMF,32.3564,36.259201,King Hussein Air College,JO
XIJ,OKAJ,28.9347991943,47.791900634799994,Ahmed Al Jaber Air Base,KW
KWI,OKKK,29.224487,47.969813,Kuwait International Airport,KW
BEY,OLBA,33.819833,35.487443,Beirut Rafic Hariri International Airport,LB
OLH,OLH,57.218102,-153.270004,Old Harbor Airport,US
KYE,OLKA,34.589298,36.011299,Rene Mouawad Air Base,LB
BYB,OM-0001,25.614229,56.2444,Dibba Airport,OM
AOM,OM-0002,22.4919444444,57.3838888889,Adam Airport,OM
DQM,OM-0003,19.501944,57.634167,Duqm International Airport,OM
MNH,OM-0004,23.640556,57.4875,Mussanah Airport,OM
AUH,OMAA,24.440966,54.649237,Zayed International Airport,AE
AZI,OMAD,24.427062,54.459866,Al Bateen Executive Airport,AE
AAN,OMAL,24.2617,55.6092,Al Ain International Airport,AE
DHF,OMAM,24.248199462900004,54.547698974599996,Al Dhafra Air Base,AE
XSB,OMBY,24.283611,52.580278,Sir Bani Yas Airport,AE
DXB,OMDB,25.24979,55.370992,Dubai International Airport,AE
ZDY,OMDL,24.51,52.3352,Delma Airport,AE
NHD,OMDM,25.0268001556,55.3661994934,Al Minhad Air Base,AE
DWC,OMDW,24.896171,55.16235,Al Maktoum International Airport,AE
FJR,OMFJ,25.108411,56.328061,Fujairah International Airport,AE
RKT,OMRK,25.613501,55.938801,Ras Al Khaimah International Airport,AE
SHJ,OMSJ,25.3286,55.5172,Sharjah International Airport,AE
OMY,OMY,13.7597,104.97173,Preah Vinhear Airport,KH
RMB,OOBR,24.241626,55.783674,Buraimi Airport,OM
FAU,OOFD,22.354759,56.484146,Fahud Airport,OM
RNM,OOGB,21.377199,57.056293,Qarn Alam Airport,OM
JNJ,OOJA,19.4749,57.3083,Ja'Aluni Airport,OM
KHS,OOKB,26.171,56.240601,Khasab Airport,OM
LKW,OOLK,22.804866,55.372801,Lekhwair Airport,OM
MSH,OOMA,20.6754,58.890499,RAFO Masirah,OM
MCT,OOMS,23.600218,58.285268,Muscat International Airport,OM
OMM,OOMX,18.138999,55.179005,Marmul Airport,OM
SLL,OOSA,17.0387,54.091301,Salalah International Airport,OM
OHS,OOSH,24.38604,56.62541,Suhar International Airport,OM
TTH,OOTH,17.666,54.024601,Thumrait Air Base,OM
KCF,OP10,27.203205,69.14884,Thar Airport,PK
DDU,OP17,26.740800857543945,67.6666030883789,Dadu West Airport,PK
BHW,OPBG,32.056098938,72.94840240479999,Bhagatanwala Airport,PK
BNP,OPBN,32.9729,70.527901,Bannu Airport,PK
WGB,OPBR,29.946300506591797,73.24909973144531,Bahawalnagar Airport,PK
BHV,OPBW,29.348100662231445,71.71800231933594,Bahawalpur Airport,PK
CJL,OPCH,35.886213,71.799922,Chitral Airport,PK
CHB,OPCL,35.426700592,74.081703186,Chilas Airport,PK
DBA,OPDB,28.878299713100002,64.3998031616,Dalbandin Airport,PK
DEA,OPDG,29.961000442504883,70.48590087890625,Dera Ghazi Khan Airport,PK
DSK,OPDI,31.909401,70.896599,Dera Ismael Khan Airport [IN-ACTIVE],PK
LYP,OPFA,31.364923,72.995319,Faisalabad International Airport,PK
GWD,OPGD,25.296733,62.498822,New Gwadar International Airport,PK
GIL,OPGT,35.918800354003906,74.33360290527344,Gilgit Airport,PK
ISB,OPIS,33.549,72.82566,Islamabad International Airport,PK
JAG,OPJA,28.28420066833496,68.44969940185547,Shahbaz Air Base,PK
KHI,OPKC,24.9065,67.160797,Jinnah International Airport,PK
HDD,OPKD,25.3181,68.366096,Hyderabad Airport,PK
KDD,OPKH,27.790599823,66.6473007202,Khuzdar Airport,PK
OHT,OPKT,33.5699996948,71.4400024414,Kohat Airport,PK
LHE,OPLA,31.521601,74.403603,Allama Iqbal International Airport,PK
LRG,OPLL,30.355499267578125,68.6135025024414,Loralai Airport,PK
XJM,OPMA,33.05009841918945,73.63839721679688,Mangla Airport,PK
MFG,OPMF,34.338835,73.508886,Muzaffarabad Airport,PK
MWD,OPMI,32.5630989074707,71.5707015991211,Mianwali Air Base,PK
MJD,OPMJ,27.335199,68.143097,Moenjodaro Airport,PK
MPD,OPMP,25.68280029296875,69.07279968261719,Sindhri Tharparkar Airport,PK
ATG,OPMS,33.8690986633,72.4009017944,Minhas Air Base,PK
MUX,OPMT,30.203199,71.419098,Multan International Airport,PK
WNS,OPNH,26.2194,68.390099,Shaheed Benazirabad Airport,PK
ORW,OPOR,25.276625,64.588343,Ormara Airport,PK
PAJ,OPPC,33.9021,70.071602,Parachinar Airport,PK
PJG,OPPG,26.9545,64.1325,Panjgur Airport,PK
PSI,OPPI,25.290501,63.3451,Pasni Airport,PK
PEW,OPPS,33.9939,71.514603,Bacha Khan International Airport,PK
UET,OPQT,30.2514,66.937798,Quetta International Airport,PK
RYK,OPRK,28.383899688720703,70.27960205078125,Shaikh Zaid Airport,PK
RAZ,OPRT,33.849701,73.798103,Rawalakot Airport,PK
SBQ,OPSB,29.571199,67.8479,Sibi Airport,PK
KDU,OPSD,35.33866,75.538648,Skardu International Airport,PK
SKZ,OPSK,27.722,68.791702,Begum Nusrat Bhutto International Airport Sukkur,PK
SYW,OPSN,26.473101,67.717201,Sehwan Sharif Airport,PK
SGI,OPSR,32.04859924316406,72.66500091552734,Mushaf Air Base,PK
SDT,OPSS,34.813599,72.352798,Saidu Sharif Airport,PK
SKT,OPST,32.535941,74.364623,Sialkot International Airport,PK
SUL,OPSU,28.645099639892578,69.1769027709961,Sui Airport,PK
RZS,OPSW,26.9662,68.878098,Sawan Airport,PK
TLB,OPTA,33.9860992432,72.61139678960001,Tarbela Dam Airport,PK
BDN,OPTH,24.84149932861328,68.8384017944336,Talhar Airport,PK
TFT,OPTT,28.96419906616211,61.595401763916016,Taftan Airport,PK
TUK,OPTU,25.984767,63.028856,Turbat International Airport,PK
WAF,OPWN,32.3046989440918,69.57039642333984,Wana Airport,PK
PZH,OPZB,31.358400344848633,69.4636001586914,Zhob Airport,PK
IQA,ORAA,33.7855987549,42.4412002563,Al Asad Air Base,IQ
TQD,ORAT,33.33810043335,43.597099304199,Al Taqaddum Air Base,IQ
BMN,ORBB,37.098801,43.266602,Bamarni Airport,IQ
BGW,ORBI,33.262501,44.2346,Baghdad International Airport / New Al Muthana Air Base,IQ
OSM,ORBM,36.305801,43.1474,Mosul International Airport,IQ
EBL,ORER,36.236047,43.946615,Erbil International Airport,IQ
ORI,ORI,57.884905,-152.847719,Port Lions Airport,US
KIK,ORKK,35.469501,44.3489,Kirkuk International Airport,IQ
BSR,ORMM,30.549101,47.662102,Basra International Airport,IQ
NJF,ORNI,31.991116,44.405019,Al Najaf International Airport,IQ
RQW,ORQW,35.7672,43.125099,Qayyarah West Airport,IQ
ISU,ORSU,35.560487,45.315137,Jalal Talabani International Airport,IQ
XNH,ORTL,30.935801,46.090099,Ali Air Base,IQ
ALP,OSAP,36.181262,37.226869,Aleppo International Airport,SY
DAM,OSDI,33.4114990234375,36.51559829711914,Damascus International Airport,SY
DEZ,OSDZ,35.2854,40.175999,Deir ez-Zor Airport,SY
KAC,OSKL,37.020599,41.191399,Qamishli International Airport,SY
LTK,OSLK,35.4011,35.9487,Latakia International Airport,SY
PMS,OSPR,34.5574,38.316898,Palmyra Airport,SY
DIA,OTBD,25.259431,51.565528,Doha International Airport,QA
XJD,OTBH,25.1173000336,51.3149986267,Al Udeid Air Base,QA
DOH,OTHH,25.273056,51.608056,Hamad International Airport,QA
OTT,OTT,-9.898611,-58.581944,Andre Maggi Airport,BR
OUM,OUM,13.278244,19.710256,Oum Hadjer Airport,TD
OXO,OXO,-28.0598,141.5361,Orientos Airport,AU
ADE,OYAA,12.829564,45.029976,Aden International Airport,YE
EAB,OYAB,16.010983,43.176771,Abs Airport,YE
AXK,OYAT,14.5513,46.826199,Ataq Airport,YE
BYD,OYBI,14.105974,45.441079,Al-Bayda Airport,YE
BHN,OYBN,14.781714,45.719703,Beihan Airport,YE
BUK,OYBQ,17.350352,44.625542,Al-Bough Airport,YE
AAY,OYGD,16.193341,52.174186,Al Ghaydah International Airport,YE
KAM,OYKM,15.368755,42.612515,Kamaran Airport,YE
MYN,OYMB,15.469228,45.327272,Marib Airport,YE
UKR,OYMS,13.9368,45.657,Mukeiras Airport,YE
IHN,OYQN,15.417,51.682999,Qishn Airport,YE
RIY,OYRN,14.662241,49.375289,Riyan International Airport,YE
SYE,OYSH,16.967542,43.728103,Sadah Airport,YE
SAH,OYSN,15.4763,44.2197,Sanaa International Airport,YE
SCT,OYSQ,12.632093,53.906173,Socotra Airport,YE
GXF,OYSY,15.965887,48.788146,Seiyun Hadhramaut International Airport,YE
TAI,OYTZ,13.686,44.139099,Taiz International Airport,YE
ACU,PA-0001,9.188481,-77.994153,Achutupu Airport,PA
AIL,PA-0003,9.2226,-78.0236,Ailigandí Airport,PA
CTE,PA-0004,9.452863,-78.978917,Cartí Airport,PA
MPP,PA-0011,8.945487,-77.733486,Mulatupo Airport,PA
PYC,PA-0013,9.30692,-78.235273,Playón Chico Airport,PA
NMG,PA-0017,8.456507,-78.934214,San Miguel Airport,PA
TUW,PA-0018,8.918601,-77.709182,Tubualá Airport,PA
PYV,PA-0022,8.1528,-77.687,Yaviza Airport,PA
AML,PA-AML,8.267667,-82.864537,Puerto Armuelles Airport,PA
BFQ,PA-BFQ,7.58737,-78.179939,Bahia Piña Airport,PA
ELE,PA-ELE,8.107235,-77.725545,EL Real Airport,PA
OTD,PA-OTD,8.62876,-79.034698,Raul Arias Espinoza Airport,PA
SAX,PA-SAX,8.026279,-78.209555,Sambú Airport,PA
AKB,PAAK,52.220299,-174.205994,Atka Airport,US
PML,PAAL,56.006001,-160.561005,Port Moller Airport,US
PTD,PAAP,56.246799,-134.647995,Port Alexander Seaplane Base,US
PAQ,PAAQ,61.594898,-149.08901,"Warren ""Bud"" Woods Palmer Municipal Airport",US
ATU,PAAT,52.829797,173.173796,Casco Cove Coast Guard Station,US
BTI,PABA,70.134003,-143.582001,Barter Island Long Range Radar Station Airport,US
BET,PABE,60.77980042,-161.8379974,Bethel Airport,US
BVU,PABG,61.1721992493,-151.044006348,Beluga Airport,US
BIG,PABI,63.994499,-145.722,Allen Army Airfield,US
BKC,PABL,65.981598,-161.149002,Buckland Airport,US
BMX,PABM,59.362274,-155.260148,Big Mountain Airport,US
BRW,PABR,71.285402,-156.766008,Wiley Post Will Rogers Memorial Airport,US
BTT,PABT,66.913902,-151.529007,Bettles Airport,US
CDB,PACD,55.207871,-162.725029,Cold Bay Airport,US
CEM,PACE,65.573815,-144.780707,Central Airport,US
CIK,PACI,66.644997,-143.740005,Chalkyitsik Airport,US
CYF,PACK,60.136667,-164.279167,Chefornak Airport,US
SCM,PACM,61.84471,-165.575209,Scammon Bay Airport,US
IRC,PACR,65.827673,-144.076195,Circle City (New) Airport,US
WSF,PACS,54.583934,-164.905727,Cape Sarichef Airport,US
CDV,PACV,60.491798,-145.477997,Merle K (Mudhole) Smith Airport,US
CXF,PACX,67.25219726559999,-150.203994751,Coldfoot Airport,US
CYT,PACY,60.080974,-142.494541,Yakataga Airport,US
CZF,PACZ,61.78030014,-166.0390015,Cape Romanzof LRRS Airport,US
DRG,PADE,66.068901,-162.766914,Deering Airport,US
RDB,PADG,68.032097,-162.899002,Red Dog Airport,US
ADK,PADK,51.883564,-176.642783,Adak Airport,US
DLG,PADL,59.04470062,-158.5050049,Dillingham Airport,US
MLL,PADM,61.8643,-162.026001,Marshall Don Hunter Sr Airport,US
ADQ,PADQ,57.75,-152.4940033,Kodiak Airport,US
DUT,PADU,53.89881,-166.544996,Tom Madsen (Dutch Harbor) Airport,US
KKH,PADY,59.9608,-162.880997,Kongiganak Airport,US
EDF,PAED,61.251709,-149.807097,Elmendorf Air Force Base,US
EEK,PAEE,60.213173,-162.044048,Eek Airport,US
EAA,PAEG,64.778003,-141.150455,Eagle Airport,US
EHM,PAEH,58.646400451699996,-162.06300354,Cape Newenham LRRS Airport,US
EIL,PAEI,64.66570282,-147.102005,Eielson Air Force Base,US
ELV,PAEL,58.195201873799995,-136.347000122,Elfin Cove Seaplane Base,US
EMK,PAEM,62.78609848,-164.4909973,Emmonak Airport,US
ENA,PAEN,60.570946,-151.245174,Kenai Municipal Airport,US
WWT,PAEW,60.81037,-164.499511,Mertarvik Airport,US
FAI,PAFA,64.815102,-147.856003,Fairbanks International Airport,US
FBK,PAFB,64.837502,-147.613998,Ladd Army Airfield,US
ABL,PAFM,67.105529,-157.855339,Ambler Airport,US
FRN,PAFR,61.266399,-149.653,Bryant Army Airfield,US
NIB,PAFS,63.017949,-154.360399,Nikolai Airport,US
GAL,PAGA,64.736198,-156.936997,Edward G. Pitka Sr Airport,US
GBH,PAGB,68.4796981812,-149.490005493,Galbraith Lake Airport,US
KWK,PAGG,59.876499,-163.169005,Kwigillingok Airport,US
SHG,PAGH,66.88809967041,-157.16200256348,Shungnak Airport,US
GKN,PAGK,62.155859,-145.454662,Gulkana Airport,US
GLV,PAGL,64.550499,-163.007004,Golovin Airport,US
GAM,PAGM,63.767694,-171.733303,Gambell Airport,US
AGN,PAGN,57.497097,-134.56722,Angoon Seaplane Base,US
BGQ,PAGQ,61.534658,-149.812936,Big Lake Airport,US
GST,PAGS,58.4253006,-135.7070007,Gustavus Airport,US
NME,PAGT,60.469129,-164.70407,Nightmute Airport,US
SGY,PAGY,59.460343,-135.316651,Skagway Airport,US
GMT,PAGZ,65.40209961,-161.2810059,Granite Mountain Air Station,US
HCR,PAHC,62.18830108642578,-159.77499389648438,Holy Cross Airport,US
HSL,PAHL,65.697899,-156.350998,Huslia Airport,US
HNS,PAHN,59.243921,-135.523925,Haines Airport,US
HOM,PAHO,59.644456,-151.479235,Homer Airport,US
HPB,PAHP,61.523899,-166.147003,Hooper Bay Airport,US
HUS,PAHU,66.04109955,-154.2630005,Hughes Airport,US
SHX,PAHX,62.692144,-159.569035,Shageluk Airport,US
HYG,PAHY,55.205227,-132.830286,Hydaburg Seaplane Base,US
IGG,PAIG,59.324001,-155.901993,Igiugig Airport,US
EGX,PAII,58.184386,-157.374873,Egegik Airport,US
IAN,PAIK,66.976128,-160.439014,Bob Baker Memorial Airport,US
ILI,PAIL,59.754398,-154.910996,Iliamna Airport,US
UTO,PAIM,65.992798,-153.703995,Indian Mountain LRRS Airport,US
MCL,PAIN,63.732465,-148.911266,Denali National Park Airport,US
WAA,PAIW,65.622593,-168.095,Wales Airport,US
KCG,PAJC,56.311501,-158.373001,Chignik Airport,US
JNU,PAJN,58.354935,-134.574416,Juneau International Airport,US
KGK,PAJZ,59.726600647,-157.259002686,Koliganek Airport,US
KDK,PAKD,57.806151,-152.373693,Kodiak Municipal Airport,US
KFP,PAKF,54.84751,-163.407168,False Pass Airport,US
AKK,PAKH,56.938702,-154.182999,Akhiok Airport,US
KPN,PAKI,59.931796,-164.028196,Kipnuk Airport,US
KKA,PAKK,64.939499,-161.154007,Koyuk Alfred Adams Airport,US
LKK,PAKL,58.9821014404,-155.121002197,Kulik Lake Airport,US
AKN,PAKN,58.677845,-156.651965,King Salmon Airport,US
IKO,PAKO,52.941552,-168.849478,Nikolski Air Station,US
AKP,PAKP,68.133598,-151.742996,Anaktuvuk Pass Airport,US
KTN,PAKT,55.35559845,-131.7140045,Ketchikan International Airport,US
UUK,PAKU,70.33080291750001,-149.598007202,Ugnu-Kuparuk Airport,US
KAL,PAKV,64.31864,-158.74197,Kaltag Airport,US
KLW,PAKW,55.579201,-133.076004,Klawock Airport,US
KYK,PAKY,57.565919,-154.453762,Karluk Airport,US
KLN,PALB,57.53516,-153.976455,Larsen Bay Airport,US
KLG,PALG,61.53630065917969,-160.34100341796875,Kalskag Airport,US
PTA,PALJ,60.201681,-154.325863,Port Alsworth Airport,US
LNI,PALN,70.911118,-153.237766,Point Lonely Short Range Radar Site Airfield,US
WCR,PALR,67.5045013428,-148.483001709,Chandalar Lake Airport,US
LUR,PALU,68.875099,-166.110001,Cape Lisburne LRRS Airport,US
KMO,PAMB,58.932056,-158.901886,Manokotak Airport,US
MCG,PAMC,62.95289993,-155.6060028,McGrath Airport,US
MDO,PAMD,59.4499015808,-146.307006836,Middleton Island Airport,US
LMA,PAMH,63.886002,-152.302002,Minchumina Airport,US
SMK,PAMK,63.49010086,-162.1100006,St Michael Airport,US
MLY,PAML,64.99188,-150.644102,Manley Hot Springs Airport,US
MTM,PAMM,55.131001,-131.578003,Metlakatla Seaplane Base,US
MOU,PAMO,62.095401763916016,-163.6820068359375,Mountain Village Airport,US
MRI,PAMR,61.212792,-149.843988,Merrill Field,US
MXY,PAMX,61.4370994568,-142.904006958,Mc Carthy Airport,US
MYU,PAMY,60.372338,-166.269751,Mekoryuk Airport,US
WNA,PANA,60.6903,-161.979004,Napakiak Airport,US
ANC,PANC,61.179004,-149.992561,Ted Stevens Anchorage International Airport,US
ANI,PANI,61.581600189208984,-159.54299926757812,Aniak Airport,US
ENN,PANN,64.548772,-149.074516,Nenana Municipal Airport,US
NNL,PANO,59.980202,-154.839005,Nondalton Airport,US
FNR,PANR,58.2543983459,-134.897994995,Funter Bay Seaplane Base,US
ANN,PANT,55.037663,-131.572609,Annette Island Airport,US
NUL,PANU,64.729301,-158.074005,Nulato Airport,US
ANV,PANV,62.646702,-160.190994,Anvik Airport,US
KNW,PANW,59.451838,-157.373829,New Stuyahok Airport,US
